States,States,Jobs
43-9051,Alaska,160
43-9061,Alaska,6810
43-9071,Alaska,60
43-9081,Alaska,0
43-9111,Alaska,0
45-1011,Alaska,50
45-2011,Alaska,0
45-2021,Alaska,0
45-2041,Alaska,0
45-2090,Alaska,0
45-3011,Alaska,40
45-3021,Alaska,0
45-4011,Alaska,0
45-4021,Alaska,0
45-4022,Alaska,0
45-4023,Alaska,0
47-1011,Alaska,1350
47-2011,Alaska,0
47-2021,Alaska,0
47-2022,Alaska,0
47-2031,Alaska,2350
47-2041,Alaska,0
47-2042,Alaska,0
47-2043,Alaska,0
47-2044,Alaska,0
47-2051,Alaska,130
47-2053,Alaska,0
47-2061,Alaska,2820
47-2071,Alaska,0
47-2072,Alaska,50
47-2073,Alaska,3550
47-2081,Alaska,0
47-2082,Alaska,0
47-2111,Alaska,1830
47-2121,Alaska,140
47-2131,Alaska,170
47-2132,Alaska,210
47-2141,Alaska,380
47-2142,Alaska,0
47-2151,Alaska,40
47-2152,Alaska,1770
47-2161,Alaska,0
47-2171,Alaska,0
47-2181,Alaska,230
47-2211,Alaska,450
47-2221,Alaska,180
47-3011,Alaska,0
47-3012,Alaska,250
47-3013,Alaska,220
47-3014,Alaska,60
47-3015,Alaska,0
47-3016,Alaska,0
47-4011,Alaska,310
47-4021,Alaska,0
47-4031,Alaska,0
47-4041,Alaska,450
47-4051,Alaska,140
47-4061,Alaska,0
47-4071,Alaska,40
47-4091,Alaska,0
47-4799,Alaska,0
47-5011,Alaska,220
47-5012,Alaska,380
47-5013,Alaska,1620
47-5021,Alaska,150
47-5031,Alaska,0
47-5041,Alaska,0
47-5042,Alaska,0
47-5051,Alaska,0
47-5061,Alaska,0
47-5071,Alaska,570
47-5081,Alaska,280
49-1011,Alaska,1140
49-2011,Alaska,170
49-2021,Alaska,60
49-2022,Alaska,700
49-2091,Alaska,70
49-2092,Alaska,0
49-2093,Alaska,40
49-2094,Alaska,160
49-2095,Alaska,90
49-2096,Alaska,0
49-2097,Alaska,50
49-2098,Alaska,80
49-3011,Alaska,1290
49-3021,Alaska,270
49-3022,Alaska,130
49-3023,Alaska,1530
49-3031,Alaska,870
49-3041,Alaska,0
49-3042,Alaska,1150
49-3043,Alaska,0
49-3051,Alaska,140
49-3052,Alaska,60
49-3053,Alaska,60
49-3091,Alaska,0
49-3092,Alaska,0
49-3093,Alaska,290
49-9011,Alaska,0
49-9012,Alaska,130
49-9021,Alaska,300
49-9031,Alaska,50
49-9041,Alaska,560
49-9043,Alaska,370
49-9044,Alaska,260
49-9045,Alaska,0
49-9051,Alaska,390
49-9052,Alaska,470
49-9061,Alaska,0
49-9062,Alaska,80
49-9063,Alaska,0
49-9064,Alaska,0
49-9071,Alaska,4320
49-9091,Alaska,0
49-9092,Alaska,100
49-9093,Alaska,0
49-9094,Alaska,0
49-9095,Alaska,0
49-9096,Alaska,40
49-9097,Alaska,0
49-9098,Alaska,510
49-9799,Alaska,0
51-1011,Alaska,950
51-2011,Alaska,0
51-2021,Alaska,0
51-2022,Alaska,0
51-2023,Alaska,0
51-2031,Alaska,0
51-2041,Alaska,50
51-2091,Alaska,40
51-2092,Alaska,240
51-2093,Alaska,0
51-3011,Alaska,230
51-3021,Alaska,290
51-3022,Alaska,3240
51-3023,Alaska,0
51-3091,Alaska,50
51-3092,Alaska,180
51-3093,Alaska,0
51-4011,Alaska,0
51-4012,Alaska,0
51-4021,Alaska,0
51-4022,Alaska,0
51-4023,Alaska,0
51-4031,Alaska,70
51-4032,Alaska,0
51-4033,Alaska,0
51-4034,Alaska,0
51-4035,Alaska,0
51-4041,Alaska,220
51-4051,Alaska,0
51-4052,Alaska,0
51-4061,Alaska,0
51-4062,Alaska,0
51-4071,Alaska,0
51-4072,Alaska,0
51-4081,Alaska,0
51-4111,Alaska,0
51-4121,Alaska,770
51-4122,Alaska,0
51-4191,Alaska,0
51-4192,Alaska,0
51-4193,Alaska,0
51-4194,Alaska,0
51-5111,Alaska,0
51-5112,Alaska,130
51-5113,Alaska,60
51-6011,Alaska,400
51-6021,Alaska,0
51-6031,Alaska,40
51-6041,Alaska,0
51-6042,Alaska,0
51-6051,Alaska,0
51-6052,Alaska,0
51-6061,Alaska,0
51-6062,Alaska,0
51-6063,Alaska,0
51-6064,Alaska,0
51-6091,Alaska,0
51-6092,Alaska,0
51-6093,Alaska,0
51-7011,Alaska,90
51-7021,Alaska,0
51-7031,Alaska,0
51-7032,Alaska,0
51-7041,Alaska,50
51-7042,Alaska,0
51-8011,Alaska,0
51-8012,Alaska,60
51-8013,Alaska,560
51-8021,Alaska,110
51-8031,Alaska,680
51-8091,Alaska,0
51-8092,Alaska,120
51-8093,Alaska,490
51-8099,Alaska,140
51-9011,Alaska,0
51-9012,Alaska,210
51-9021,Alaska,0
51-9022,Alaska,0
51-9023,Alaska,70
51-9031,Alaska,0
51-9032,Alaska,0
51-9041,Alaska,0
51-9051,Alaska,0
51-9061,Alaska,610
51-9071,Alaska,0
51-9081,Alaska,60
51-9082,Alaska,0
51-9083,Alaska,0
51-9111,Alaska,460
51-9121,Alaska,0
51-9122,Alaska,40
51-9123,Alaska,0
51-9141,Alaska,0
51-9151,Alaska,120
51-9191,Alaska,0
51-9192,Alaska,0
51-9193,Alaska,0
51-9194,Alaska,0
51-9195,Alaska,40
51-9196,Alaska,0
51-9197,Alaska,0
51-9198,Alaska,290
51-9399,Alaska,0
53-1011,Alaska,0
53-1021,Alaska,270
53-1031,Alaska,390
53-2011,Alaska,2030
53-2012,Alaska,550
53-2021,Alaska,0
53-2022,Alaska,100
53-2031,Alaska,0
53-3011,Alaska,0
53-3021,Alaska,320
53-3022,Alaska,1040
53-3031,Alaska,660
53-3032,Alaska,2740
53-3033,Alaska,1760
53-3041,Alaska,380
53-4011,Alaska,0
53-4012,Alaska,0
53-4013,Alaska,0
53-4021,Alaska,0
53-4031,Alaska,0
53-4041,Alaska,0
53-5011,Alaska,810
53-5021,Alaska,600
53-5022,Alaska,0
53-5031,Alaska,320
53-6011,Alaska,0
53-6021,Alaska,160
53-6031,Alaska,250
53-6041,Alaska,0
53-6051,Alaska,210
53-6061,Alaska,410
53-7011,Alaska,0
53-7021,Alaska,100
53-7031,Alaska,0
53-7032,Alaska,120
53-7033,Alaska,0
53-7041,Alaska,0
53-7051,Alaska,630
53-7061,Alaska,530
53-7062,Alaska,4930
53-7063,Alaska,70
53-7064,Alaska,910
53-7071,Alaska,0
53-7072,Alaska,0
53-7073,Alaska,0
53-7081,Alaska,210
53-7111,Alaska,0
53-7121,Alaska,80
11-1011,Arizona,5750
11-1021,Arizona,43300
Nov-11,Arizona,470
Nov-21,Arizona,4790
Nov-22,Arizona,10650
Nov-31,Arizona,1240
Nov-11,Arizona,6870
Nov-21,Arizona,6720
Nov-31,Arizona,10930
Nov-51,Arizona,2530
Nov-61,Arizona,1780
Nov-71,Arizona,2320
Nov-11,Arizona,300
Nov-21,Arizona,2840
Nov-31,Arizona,960
Nov-13,Arizona,110
Nov-21,Arizona,5800
Nov-31,Arizona,760
Nov-32,Arizona,4640
Nov-33,Arizona,0
Nov-41,Arizona,3320
Nov-51,Arizona,4580
Nov-71,Arizona,70
Nov-81,Arizona,1110
Nov-11,Arizona,7240
Nov-21,Arizona,960
Nov-31,Arizona,160
Nov-41,Arizona,4650
Nov-51,Arizona,1770
Nov-61,Arizona,140
Nov-99,Arizona,7170
13-1011,Arizona,140
13-1021,Arizona,0
13-1022,Arizona,1850
13-1023,Arizona,5030
13-1031,Arizona,0
13-1032,Arizona,460
13-1041,Arizona,0
13-1051,Arizona,5250
13-1074,Arizona,0
13-1078,Arizona,0
13-1081,Arizona,2330
13-1111,Arizona,10430
13-1121,Arizona,1850
13-1141,Arizona,1880
13-1151,Arizona,7710
13-1161,Arizona,10180
13-1199,Arizona,12320
13-2011,Arizona,20200
13-2021,Arizona,1150
13-2031,Arizona,1150
13-2041,Arizona,1130
13-2051,Arizona,6380
13-2052,Arizona,3890
13-2053,Arizona,1470
13-2061,Arizona,0
13-2071,Arizona,0
13-2072,Arizona,9840
13-2081,Arizona,560
13-2082,Arizona,1500
13-2099,Arizona,1460
15-1111,Arizona,200
15-1121,Arizona,15150
15-1131,Arizona,4700
15-1132,Arizona,13970
15-1133,Arizona,11430
15-1141,Arizona,2770
15-1142,Arizona,7060
15-1150,Arizona,0
15-1179,Arizona,0
15-1799,Arizona,0
15-2011,Arizona,200
15-2021,Arizona,0
15-2031,Arizona,4370
15-2041,Arizona,810
15-2091,Arizona,0
17-1011,Arizona,1510
17-1012,Arizona,360
17-1021,Arizona,240
17-1022,Arizona,670
17-2011,Arizona,1910
17-2021,Arizona,0
17-2031,Arizona,750
17-2041,Arizona,120
17-2051,Arizona,4870
17-2061,Arizona,670
17-2071,Arizona,4120
17-2072,Arizona,5490
17-2081,Arizona,690
17-2111,Arizona,400
17-2112,Arizona,4200
17-2121,Arizona,0
17-2131,Arizona,1090
17-2141,Arizona,4370
17-2151,Arizona,340
17-2161,Arizona,0
17-2171,Arizona,40
17-2199,Arizona,1860
17-3011,Arizona,1810
17-3012,Arizona,580
17-3013,Arizona,750
17-3021,Arizona,570
17-3022,Arizona,1110
17-3023,Arizona,2820
17-3024,Arizona,340
17-3025,Arizona,160
17-3026,Arizona,1910
17-3027,Arizona,560
17-3029,Arizona,1500
17-3031,Arizona,1050
19-1011,Arizona,0
19-1012,Arizona,30
19-1013,Arizona,230
19-1021,Arizona,0
19-1022,Arizona,120
19-1023,Arizona,340
19-1029,Arizona,520
19-1031,Arizona,340
19-1032,Arizona,0
19-1041,Arizona,130
19-1042,Arizona,1840
19-2011,Arizona,200
19-2012,Arizona,70
19-2021,Arizona,90
19-2031,Arizona,570
19-2032,Arizona,60
19-2041,Arizona,1320
19-2042,Arizona,390
19-2043,Arizona,270
19-2099,Arizona,70
19-3011,Arizona,100
19-3022,Arizona,160
19-3031,Arizona,2500
19-3032,Arizona,0
19-3039,Arizona,140
19-3041,Arizona,30
19-3051,Arizona,740
19-3091,Arizona,320
19-3092,Arizona,40
19-3093,Arizona,0
19-3094,Arizona,140
19-3099,Arizona,530
19-4011,Arizona,160
19-4021,Arizona,1180
19-4031,Arizona,890
19-4041,Arizona,100
19-4051,Arizona,0
19-4061,Arizona,1810
19-4091,Arizona,720
19-4092,Arizona,760
19-4093,Arizona,1350
19-4099,Arizona,860
21-1011,Arizona,2900
21-1012,Arizona,7710
21-1013,Arizona,1740
21-1014,Arizona,1110
21-1015,Arizona,770
21-1021,Arizona,6270
21-1022,Arizona,4440
21-1023,Arizona,2510
21-1091,Arizona,1330
21-1092,Arizona,1980
21-1093,Arizona,6130
21-2011,Arizona,880
21-2021,Arizona,0
23-1011,Arizona,9910
23-1012,Arizona,440
23-1021,Arizona,340
23-1022,Arizona,400
23-1023,Arizona,800
23-2011,Arizona,5550
23-2091,Arizona,190
23-2093,Arizona,770
25-1000,Arizona,0
25-2011,Arizona,7170
25-2012,Arizona,3230
25-2021,Arizona,22320
25-2022,Arizona,9910
25-2023,Arizona,250
25-2031,Arizona,15180
25-2032,Arizona,1060
25-2053,Arizona,1550
25-2054,Arizona,2250
25-3011,Arizona,0
25-3021,Arizona,3180
25-3999,Arizona,0
25-4011,Arizona,60
25-4012,Arizona,250
25-4013,Arizona,100
25-4021,Arizona,1800
25-4031,Arizona,1430
25-9011,Arizona,240
25-9021,Arizona,110
25-9031,Arizona,4610
25-9041,Arizona,23290
27-1011,Arizona,400
27-1012,Arizona,110
27-1013,Arizona,150
27-1014,Arizona,250
27-1021,Arizona,180
27-1022,Arizona,0
27-1023,Arizona,400
27-1024,Arizona,3140
27-1025,Arizona,780
27-1026,Arizona,4120
27-1027,Arizona,100
27-2011,Arizona,1020
27-2012,Arizona,1190
27-2021,Arizona,320
27-2022,Arizona,2970
27-2023,Arizona,410
27-2031,Arizona,0
27-2032,Arizona,0
27-2041,Arizona,110
27-2042,Arizona,0
27-3011,Arizona,550
27-3012,Arizona,200
27-3021,Arizona,140
27-3022,Arizona,620
27-3031,Arizona,3290
27-3041,Arizona,1120
27-3042,Arizona,970
27-3043,Arizona,530
27-3091,Arizona,2300
27-4011,Arizona,1440
27-4012,Arizona,410
27-4013,Arizona,0
27-4014,Arizona,90
27-4021,Arizona,880
27-4031,Arizona,310
27-4032,Arizona,330
29-1011,Arizona,860
29-1021,Arizona,2480
29-1022,Arizona,0
29-1023,Arizona,0
29-1024,Arizona,0
29-1031,Arizona,1200
29-1041,Arizona,670
29-1051,Arizona,5760
29-1060,Arizona,0
29-1071,Arizona,2460
29-1081,Arizona,230
29-1111,Arizona,0
29-1122,Arizona,1550
29-1123,Arizona,3150
29-1124,Arizona,470
29-1125,Arizona,480
29-1126,Arizona,2290
29-1127,Arizona,2160
29-1131,Arizona,1490
29-1181,Arizona,290
29-1199,Arizona,470
29-2011,Arizona,4200
29-2012,Arizona,3180
29-2021,Arizona,2410
29-2031,Arizona,860
29-2032,Arizona,1480
29-2033,Arizona,290
29-2037,Arizona,0
29-2041,Arizona,4050
29-2051,Arizona,1110
29-2052,Arizona,9420
29-2053,Arizona,1540
29-2054,Arizona,380
29-2055,Arizona,2150
29-2056,Arizona,1790
29-2061,Arizona,6100
29-2071,Arizona,5740
29-2081,Arizona,1870
29-2091,Arizona,0
29-2799,Arizona,0
29-9011,Arizona,1200
29-9012,Arizona,260
29-9091,Arizona,610
29-9799,Arizona,0
31-1011,Arizona,12930
31-1013,Arizona,0
31-2011,Arizona,490
31-2012,Arizona,130
31-2021,Arizona,1540
31-2022,Arizona,750
31-9011,Arizona,2330
31-9091,Arizona,6710
31-9092,Arizona,17520
31-9093,Arizona,1330
31-9094,Arizona,810
31-9095,Arizona,0
31-9096,Arizona,1840
31-9799,Arizona,0
33-1011,Arizona,1580
33-1012,Arizona,2670
33-1021,Arizona,2390
33-2011,Arizona,7600
33-2021,Arizona,270
33-2022,Arizona,0
33-3011,Arizona,300
33-3012,Arizona,15190
33-3021,Arizona,6130
33-3031,Arizona,110
33-3041,Arizona,50
33-3051,Arizona,11550
33-3052,Arizona,0
33-9011,Arizona,200
33-9021,Arizona,180
33-9031,Arizona,360
33-9032,Arizona,22510
33-9091,Arizona,1480
33-9092,Arizona,1870
35-1011,Arizona,3960
35-1012,Arizona,19140
35-2011,Arizona,17540
35-2012,Arizona,5090
35-2013,Arizona,0
35-2014,Arizona,24500
35-2015,Arizona,1460
35-2021,Arizona,11220
35-3011,Arizona,11150
35-3021,Arizona,64110
35-3022,Arizona,8340
35-3031,Arizona,53580
35-3041,Arizona,5870
35-9011,Arizona,9610
35-9021,Arizona,9560
35-9031,Arizona,8460
37-1011,Arizona,2890
37-1012,Arizona,3230
37-2011,Arizona,36490
37-2012,Arizona,14740
37-2021,Arizona,1980
37-3011,Arizona,18240
37-3012,Arizona,770
37-3013,Arizona,310
39-1011,Arizona,320
39-1012,Arizona,220
39-1021,Arizona,5390
39-2011,Arizona,160
39-2021,Arizona,3250
39-3011,Arizona,1750
39-3012,Arizona,390
39-3021,Arizona,190
39-3031,Arizona,2130
39-3091,Arizona,6030
39-3092,Arizona,50
39-3093,Arizona,510
39-4011,Arizona,0
39-4021,Arizona,450
39-4831,Arizona,0
39-5011,Arizona,0
39-5012,Arizona,7100
39-5091,Arizona,0
39-5092,Arizona,1340
39-5093,Arizona,0
39-5094,Arizona,1500
39-6011,Arizona,740
39-6012,Arizona,930
39-7011,Arizona,1130
39-7012,Arizona,130
39-9011,Arizona,7980
39-9021,Arizona,38670
39-9031,Arizona,5100
39-9032,Arizona,5510
39-9041,Arizona,1010
41-1011,Arizona,26250
41-1012,Arizona,6080
41-2011,Arizona,67040
41-2012,Arizona,820
41-2021,Arizona,9930
41-2022,Arizona,4260
41-2031,Arizona,90030
41-3011,Arizona,2450
41-3021,Arizona,8590
41-3031,Arizona,6670
41-3041,Arizona,1420
41-4011,Arizona,6910
41-4012,Arizona,21730
41-9011,Arizona,2090
41-9012,Arizona,0
41-9021,Arizona,1670
41-9022,Arizona,3150
41-9031,Arizona,1360
41-9041,Arizona,13850
41-9091,Arizona,0
43-1011,Arizona,37200
43-2011,Arizona,1330
43-2021,Arizona,0
43-3011,Arizona,8870
43-3021,Arizona,12010
43-3031,Arizona,21910
43-3041,Arizona,0
43-3051,Arizona,2480
43-3061,Arizona,2510
43-3071,Arizona,6220
43-4011,Arizona,1690
43-4021,Arizona,120
43-4031,Arizona,3620
43-4041,Arizona,910
43-4051,Arizona,86840
43-4061,Arizona,1480
43-4071,Arizona,2690
43-4081,Arizona,5230
43-4111,Arizona,1170
43-4121,Arizona,1360
43-4131,Arizona,9040
43-4141,Arizona,900
43-4151,Arizona,3050
43-4161,Arizona,2560
43-4171,Arizona,17460
43-4181,Arizona,5890
43-5011,Arizona,940
43-5021,Arizona,670
43-5031,Arizona,1830
43-5032,Arizona,4380
43-5041,Arizona,640
43-5051,Arizona,1070
43-5052,Arizona,5290
43-5053,Arizona,1660
43-5061,Arizona,7680
43-5071,Arizona,9570
43-5081,Arizona,37740
43-5111,Arizona,1100
43-6011,Arizona,10180
43-6012,Arizona,2950
43-6013,Arizona,13840
43-6014,Arizona,42690
43-9011,Arizona,1320
43-9021,Arizona,3990
43-9022,Arizona,320
43-9031,Arizona,130
43-9041,Arizona,6400
43-9051,Arizona,1710
43-9061,Arizona,51010
43-9071,Arizona,1520
43-9081,Arizona,150
43-9111,Arizona,210
45-1011,Arizona,530
45-2011,Arizona,150
45-2021,Arizona,0
45-2041,Arizona,0
45-2090,Arizona,0
45-3011,Arizona,0
45-3021,Arizona,0
45-4011,Arizona,0
45-4021,Arizona,0
45-4022,Arizona,0
45-4023,Arizona,0
47-1011,Arizona,13120
47-2011,Arizona,70
47-2021,Arizona,770
47-2022,Arizona,850
47-2031,Arizona,9420
47-2041,Arizona,520
47-2042,Arizona,0
47-2043,Arizona,90
47-2044,Arizona,690
47-2051,Arizona,5860
47-2053,Arizona,0
47-2061,Arizona,16240
47-2071,Arizona,1490
47-2072,Arizona,0
47-2073,Arizona,6950
47-2081,Arizona,4140
47-2082,Arizona,1180
47-2111,Arizona,10800
47-2121,Arizona,840
47-2131,Arizona,520
47-2132,Arizona,0
47-2141,Arizona,4730
47-2142,Arizona,80
47-2151,Arizona,430
47-2152,Arizona,7060
47-2161,Arizona,1680
47-2171,Arizona,480
47-2181,Arizona,3450
47-2211,Arizona,2690
47-2221,Arizona,1460
47-3011,Arizona,580
47-3012,Arizona,300
47-3013,Arizona,560
47-3014,Arizona,300
47-3015,Arizona,510
47-3016,Arizona,0
47-4011,Arizona,2100
47-4021,Arizona,240
47-4031,Arizona,290
47-4041,Arizona,360
47-4051,Arizona,1330
47-4061,Arizona,190
47-4071,Arizona,300
47-4091,Arizona,0
47-4799,Arizona,0
47-5011,Arizona,0
47-5012,Arizona,120
47-5013,Arizona,0
47-5021,Arizona,520
47-5031,Arizona,160
47-5041,Arizona,540
47-5042,Arizona,0
47-5051,Arizona,130
47-5061,Arizona,0
47-5071,Arizona,0
47-5081,Arizona,200
49-1011,Arizona,10410
49-2011,Arizona,1400
49-2021,Arizona,490
49-2022,Arizona,3360
49-2091,Arizona,700
49-2092,Arizona,380
49-2093,Arizona,80
49-2094,Arizona,950
49-2095,Arizona,480
49-2096,Arizona,390
49-2097,Arizona,2020
49-2098,Arizona,1740
49-3011,Arizona,5320
49-3021,Arizona,2560
49-3022,Arizona,500
49-3023,Arizona,13180
49-3031,Arizona,5090
49-3041,Arizona,190
49-3042,Arizona,3800
49-3043,Arizona,170
49-3051,Arizona,270
49-3052,Arizona,290
49-3053,Arizona,650
49-3091,Arizona,270
49-3092,Arizona,280
49-3093,Arizona,3070
49-9011,Arizona,220
49-9012,Arizona,610
49-9021,Arizona,6590
49-9031,Arizona,610
49-9041,Arizona,3590
49-9043,Arizona,1320
49-9044,Arizona,300
49-9045,Arizona,0
49-9051,Arizona,1600
49-9052,Arizona,1570
49-9061,Arizona,180
49-9062,Arizona,640
49-9063,Arizona,190
49-9064,Arizona,0
49-9071,Arizona,24320
49-9091,Arizona,620
49-9092,Arizona,0
49-9093,Arizona,0
49-9094,Arizona,190
49-9095,Arizona,0
49-9096,Arizona,80
49-9097,Arizona,0
49-9098,Arizona,2560
49-9799,Arizona,0
51-1011,Arizona,8720
51-2011,Arizona,660
51-2021,Arizona,80
51-2022,Arizona,5010
51-2023,Arizona,320
51-2031,Arizona,310
51-2041,Arizona,910
51-2091,Arizona,40
51-2092,Arizona,9220
51-2093,Arizona,0
51-3011,Arizona,2750
51-3021,Arizona,2000
51-3022,Arizona,610
51-3023,Arizona,480
51-3091,Arizona,70
51-3092,Arizona,1490
51-3093,Arizona,190
51-4011,Arizona,1010
51-4012,Arizona,210
51-4021,Arizona,690
51-4022,Arizona,60
51-4023,Arizona,110
51-4031,Arizona,1840
51-4032,Arizona,0
51-4033,Arizona,1090
51-4034,Arizona,210
51-4035,Arizona,490
51-4041,Arizona,5910
51-4051,Arizona,0
51-4052,Arizona,0
51-4061,Arizona,0
51-4062,Arizona,0
51-4071,Arizona,130
51-4072,Arizona,1300
51-4081,Arizona,1040
51-4111,Arizona,470
51-4121,Arizona,5230
51-4122,Arizona,600
51-4191,Arizona,180
51-4192,Arizona,130
51-4193,Arizona,450
51-4194,Arizona,110
51-5111,Arizona,350
51-5112,Arizona,2090
51-5113,Arizona,1170
51-6011,Arizona,4630
51-6021,Arizona,670
51-6031,Arizona,1600
51-6041,Arizona,0
51-6042,Arizona,0
51-6051,Arizona,0
51-6052,Arizona,200
51-6061,Arizona,0
51-6062,Arizona,420
51-6063,Arizona,0
51-6064,Arizona,0
51-6091,Arizona,0
51-6092,Arizona,0
51-6093,Arizona,450
51-7011,Arizona,1810
51-7021,Arizona,280
51-7031,Arizona,0
51-7032,Arizona,0
51-7041,Arizona,660
51-7042,Arizona,630
51-8011,Arizona,0
51-8012,Arizona,180
51-8013,Arizona,0
51-8021,Arizona,330
51-8031,Arizona,2010
51-8091,Arizona,370
51-8092,Arizona,0
51-8093,Arizona,0
51-8099,Arizona,600
51-9011,Arizona,320
51-9012,Arizona,580
51-9021,Arizona,510
51-9022,Arizona,170
51-9023,Arizona,1430
51-9031,Arizona,0
51-9032,Arizona,470
51-9041,Arizona,680
51-9051,Arizona,110
51-9061,Arizona,7350
51-9071,Arizona,440
51-9081,Arizona,1170
51-9082,Arizona,170
51-9083,Arizona,140
51-9111,Arizona,3160
51-9121,Arizona,900
51-9122,Arizona,990
51-9123,Arizona,160
51-9141,Arizona,0
51-9151,Arizona,330
51-9191,Arizona,0
51-9192,Arizona,180
51-9193,Arizona,50
51-9194,Arizona,190
51-9195,Arizona,230
51-9196,Arizona,490
51-9197,Arizona,0
51-9198,Arizona,3650
51-9399,Arizona,0
53-1011,Arizona,140
53-1021,Arizona,3280
53-1031,Arizona,2810
53-2011,Arizona,2910
53-2012,Arizona,1120
53-2021,Arizona,430
53-2022,Arizona,260
53-2031,Arizona,0
53-3011,Arizona,280
53-3021,Arizona,3650
53-3022,Arizona,7200
53-3031,Arizona,8600
53-3032,Arizona,23310
53-3033,Arizona,14620
53-3041,Arizona,4920
53-4011,Arizona,0
53-4012,Arizona,0
53-4013,Arizona,0
53-4021,Arizona,0
53-4031,Arizona,0
53-4041,Arizona,0
53-5011,Arizona,0
53-5021,Arizona,0
53-5022,Arizona,0
53-5031,Arizona,0
53-6011,Arizona,0
53-6021,Arizona,2250
53-6031,Arizona,1480
53-6041,Arizona,100
53-6051,Arizona,800
53-6061,Arizona,220
53-7011,Arizona,140
53-7021,Arizona,440
53-7031,Arizona,0
53-7032,Arizona,870
53-7033,Arizona,0
53-7041,Arizona,0
53-7051,Arizona,8380
53-7061,Arizona,7080
53-7062,Arizona,40620
53-7063,Arizona,720
53-7064,Arizona,10390
53-7071,Arizona,0
53-7072,Arizona,0
53-7073,Arizona,0
53-7081,Arizona,1980
53-7111,Arizona,0
53-7121,Arizona,110
11-1011,Arkansas,2710
11-1021,Arkansas,20680
Nov-11,Arkansas,110
Nov-21,Arkansas,1090
Nov-22,Arkansas,2650
Nov-31,Arkansas,300
Nov-11,Arkansas,1850
Nov-21,Arkansas,2100
Nov-31,Arkansas,3020
Nov-51,Arkansas,1700
Nov-61,Arkansas,510
Nov-71,Arkansas,1290
Nov-11,Arkansas,150
Nov-21,Arkansas,870
Nov-31,Arkansas,300
Nov-13,Arkansas,130
Nov-21,Arkansas,1590
Nov-31,Arkansas,520
Nov-32,Arkansas,2390
Nov-33,Arkansas,1290
Nov-41,Arkansas,630
Nov-51,Arkansas,1320
Nov-71,Arkansas,0
Nov-81,Arkansas,280
Nov-11,Arkansas,3630
Nov-21,Arkansas,320
Nov-31,Arkansas,210
Nov-41,Arkansas,1610
Nov-51,Arkansas,1330
Nov-61,Arkansas,130
Nov-99,Arkansas,3540
13-1011,Arkansas,0
13-1021,Arkansas,90
13-1022,Arkansas,3080
13-1023,Arkansas,1380
13-1031,Arkansas,1450
13-1032,Arkansas,0
13-1041,Arkansas,2290
13-1051,Arkansas,1140
13-1074,Arkansas,0
13-1078,Arkansas,0
13-1081,Arkansas,1390
13-1111,Arkansas,3520
13-1121,Arkansas,410
13-1141,Arkansas,660
13-1151,Arkansas,2740
13-1161,Arkansas,3170
13-1199,Arkansas,9220
13-2011,Arkansas,5980
13-2021,Arkansas,600
13-2031,Arkansas,430
13-2041,Arkansas,520
13-2051,Arkansas,910
13-2052,Arkansas,910
13-2053,Arkansas,200
13-2061,Arkansas,180
13-2071,Arkansas,50
13-2072,Arkansas,2360
13-2081,Arkansas,520
13-2082,Arkansas,630
13-2099,Arkansas,310
15-1111,Arkansas,0
15-1121,Arkansas,2790
15-1131,Arkansas,3540
15-1132,Arkansas,2120
15-1133,Arkansas,1020
15-1141,Arkansas,700
15-1142,Arkansas,3140
15-1150,Arkansas,0
15-1179,Arkansas,0
15-1799,Arkansas,0
15-2011,Arkansas,60
15-2021,Arkansas,0
15-2031,Arkansas,550
15-2041,Arkansas,170
15-2091,Arkansas,0
17-1011,Arkansas,560
17-1012,Arkansas,100
17-1021,Arkansas,60
17-1022,Arkansas,590
17-2011,Arkansas,0
17-2021,Arkansas,40
17-2031,Arkansas,50
17-2041,Arkansas,110
17-2051,Arkansas,1340
17-2061,Arkansas,190
17-2071,Arkansas,880
17-2072,Arkansas,300
17-2081,Arkansas,190
17-2111,Arkansas,200
17-2112,Arkansas,1500
