States,States,Jobs
17-2051,West_Virginia,1390
17-2061,West_Virginia,190
17-2071,West_Virginia,490
17-2072,West_Virginia,240
17-2081,West_Virginia,320
17-2111,West_Virginia,130
17-2112,West_Virginia,520
17-2121,West_Virginia,0
17-2131,West_Virginia,70
17-2141,West_Virginia,380
17-2151,West_Virginia,260
17-2161,West_Virginia,0
17-2171,West_Virginia,270
17-2199,West_Virginia,370
17-3011,West_Virginia,470
17-3012,West_Virginia,50
17-3013,West_Virginia,150
17-3021,West_Virginia,0
17-3022,West_Virginia,810
17-3023,West_Virginia,380
17-3024,West_Virginia,0
17-3025,West_Virginia,120
17-3026,West_Virginia,110
17-3027,West_Virginia,0
17-3029,West_Virginia,240
17-3031,West_Virginia,390
19-1011,West_Virginia,0
19-1012,West_Virginia,0
19-1013,West_Virginia,0
19-1021,West_Virginia,0
19-1022,West_Virginia,50
19-1023,West_Virginia,140
19-1029,West_Virginia,180
19-1031,West_Virginia,160
19-1032,West_Virginia,120
19-1041,West_Virginia,70
19-1042,West_Virginia,80
19-2011,West_Virginia,0
19-2012,West_Virginia,0
19-2021,West_Virginia,0
19-2031,West_Virginia,210
19-2032,West_Virginia,40
19-2041,West_Virginia,500
19-2042,West_Virginia,90
19-2043,West_Virginia,0
19-2099,West_Virginia,80
19-3011,West_Virginia,30
19-3022,West_Virginia,0
19-3031,West_Virginia,610
19-3032,West_Virginia,0
19-3039,West_Virginia,110
19-3041,West_Virginia,0
19-3051,West_Virginia,70
19-3091,West_Virginia,50
19-3092,West_Virginia,0
19-3093,West_Virginia,0
19-3094,West_Virginia,0
19-3099,West_Virginia,190
19-4011,West_Virginia,0
19-4021,West_Virginia,190
19-4031,West_Virginia,600
19-4041,West_Virginia,210
19-4051,West_Virginia,0
19-4061,West_Virginia,420
19-4091,West_Virginia,720
19-4092,West_Virginia,130
19-4093,West_Virginia,90
19-4099,West_Virginia,160
21-1011,West_Virginia,380
21-1012,West_Virginia,1490
21-1013,West_Virginia,520
21-1014,West_Virginia,670
21-1015,West_Virginia,950
21-1021,West_Virginia,1030
21-1022,West_Virginia,700
21-1023,West_Virginia,190
21-1091,West_Virginia,470
21-1092,West_Virginia,840
21-1093,West_Virginia,2040
21-2011,West_Virginia,140
21-2021,West_Virginia,50
23-1011,West_Virginia,2260
23-1012,West_Virginia,160
23-1021,West_Virginia,110
23-1022,West_Virginia,0
23-1023,West_Virginia,300
23-2011,West_Virginia,2150
23-2091,West_Virginia,70
23-2093,West_Virginia,260
25-1000,West_Virginia,0
25-2011,West_Virginia,1510
25-2012,West_Virginia,1040
25-2021,West_Virginia,6230
25-2022,West_Virginia,4520
25-2023,West_Virginia,0
25-2031,West_Virginia,3770
25-2032,West_Virginia,590
25-2053,West_Virginia,930
25-2054,West_Virginia,720
25-3011,West_Virginia,130
25-3021,West_Virginia,550
25-3999,West_Virginia,0
25-4011,West_Virginia,0
25-4012,West_Virginia,30
25-4013,West_Virginia,0
25-4021,West_Virginia,760
25-4031,West_Virginia,320
25-9011,West_Virginia,60
25-9021,West_Virginia,310
25-9031,West_Virginia,1530
25-9041,West_Virginia,3630
27-1011,West_Virginia,40
27-1012,West_Virginia,0
27-1013,West_Virginia,0
27-1014,West_Virginia,0
27-1021,West_Virginia,120
27-1022,West_Virginia,0
27-1023,West_Virginia,340
27-1024,West_Virginia,490
27-1025,West_Virginia,100
27-1026,West_Virginia,660
27-1027,West_Virginia,0
27-2011,West_Virginia,0
27-2012,West_Virginia,240
27-2021,West_Virginia,0
27-2022,West_Virginia,660
27-2023,West_Virginia,130
27-2031,West_Virginia,0
27-2032,West_Virginia,0
27-2041,West_Virginia,0
27-2042,West_Virginia,140
27-3011,West_Virginia,220
27-3012,West_Virginia,0
27-3021,West_Virginia,0
27-3022,West_Virginia,330
27-3031,West_Virginia,290
27-3041,West_Virginia,230
27-3042,West_Virginia,120
27-3043,West_Virginia,120
27-3091,West_Virginia,110
27-4011,West_Virginia,140
27-4012,West_Virginia,150
27-4013,West_Virginia,0
27-4014,West_Virginia,0
27-4021,West_Virginia,140
27-4031,West_Virginia,60
27-4032,West_Virginia,0
29-1011,West_Virginia,90
29-1021,West_Virginia,460
29-1022,West_Virginia,0
29-1023,West_Virginia,0
29-1024,West_Virginia,0
29-1031,West_Virginia,360
29-1041,West_Virginia,150
29-1051,West_Virginia,2290
29-1060,West_Virginia,0
29-1071,West_Virginia,730
29-1081,West_Virginia,0
29-1111,West_Virginia,0
29-1122,West_Virginia,690
29-1123,West_Virginia,1190
29-1124,West_Virginia,0
29-1125,West_Virginia,50
29-1126,West_Virginia,860
29-1127,West_Virginia,1040
29-1131,West_Virginia,300
29-1181,West_Virginia,110
29-1199,West_Virginia,110
29-2011,West_Virginia,830
29-2012,West_Virginia,830
29-2021,West_Virginia,1020
29-2031,West_Virginia,500
29-2032,West_Virginia,490
29-2033,West_Virginia,150
29-2037,West_Virginia,0
29-2041,West_Virginia,2360
29-2051,West_Virginia,360
29-2052,West_Virginia,3110
29-2053,West_Virginia,1600
29-2054,West_Virginia,150
29-2055,West_Virginia,890
29-2056,West_Virginia,440
29-2061,West_Virginia,6090
29-2071,West_Virginia,1290
29-2081,West_Virginia,330
29-2091,West_Virginia,0
29-2799,West_Virginia,0
29-9011,West_Virginia,610
29-9012,West_Virginia,110
29-9091,West_Virginia,130
29-9799,West_Virginia,0
31-1011,West_Virginia,3860
31-1013,West_Virginia,1310
31-2011,West_Virginia,310
31-2012,West_Virginia,80
31-2021,West_Virginia,800
31-2022,West_Virginia,120
31-9011,West_Virginia,250
31-9091,West_Virginia,1160
31-9092,West_Virginia,3750
31-9093,West_Virginia,380
31-9094,West_Virginia,390
31-9095,West_Virginia,370
31-9096,West_Virginia,490
31-9799,West_Virginia,0
33-1011,West_Virginia,110
33-1012,West_Virginia,250
33-1021,West_Virginia,50
33-2011,West_Virginia,980
33-2021,West_Virginia,50
33-2022,West_Virginia,0
33-3011,West_Virginia,50
33-3012,West_Virginia,3370
33-3021,West_Virginia,180
33-3031,West_Virginia,170
33-3041,West_Virginia,90
33-3051,West_Virginia,3720
33-3052,West_Virginia,0
33-9011,West_Virginia,90
33-9021,West_Virginia,0
33-9031,West_Virginia,80
33-9032,West_Virginia,5070
33-9091,West_Virginia,410
33-9092,West_Virginia,540
35-1011,West_Virginia,280
35-1012,West_Virginia,5240
35-2011,West_Virginia,1720
35-2012,West_Virginia,5370
35-2013,West_Virginia,0
35-2014,West_Virginia,6110
35-2015,West_Virginia,420
35-2021,West_Virginia,2450
35-3011,West_Virginia,2560
35-3021,West_Virginia,20910
35-3022,West_Virginia,2170
35-3031,West_Virginia,12110
35-3041,West_Virginia,160
35-9011,West_Virginia,980
35-9021,West_Virginia,1980
35-9031,West_Virginia,2120
37-1011,West_Virginia,1250
37-1012,West_Virginia,480
37-2011,West_Virginia,8630
37-2012,West_Virginia,6470
37-2021,West_Virginia,320
37-3011,West_Virginia,4320
37-3012,West_Virginia,80
37-3013,West_Virginia,150
39-1011,West_Virginia,130
39-1012,West_Virginia,380
39-1021,West_Virginia,970
39-2011,West_Virginia,80
39-2021,West_Virginia,910
39-3011,West_Virginia,1040
39-3012,West_Virginia,0
39-3021,West_Virginia,0
39-3031,West_Virginia,350
39-3091,West_Virginia,380
39-3092,West_Virginia,0
39-3093,West_Virginia,110
39-4011,West_Virginia,0
39-4021,West_Virginia,510
39-4831,West_Virginia,0
39-5011,West_Virginia,0
39-5012,West_Virginia,1450
39-5091,West_Virginia,0
39-5092,West_Virginia,40
39-5093,West_Virginia,0
39-5094,West_Virginia,0
39-6011,West_Virginia,130
39-6012,West_Virginia,60
39-7011,West_Virginia,100
39-7012,West_Virginia,90
39-9011,West_Virginia,2250
39-9021,West_Virginia,10710
39-9031,West_Virginia,850
39-9032,West_Virginia,1380
39-9041,West_Virginia,770
41-1011,West_Virginia,8080
41-1012,West_Virginia,630
41-2011,West_Virginia,22390
41-2012,West_Virginia,1130
41-2021,West_Virginia,980
41-2022,West_Virginia,1600
41-2031,West_Virginia,21980
41-3011,West_Virginia,670
41-3021,West_Virginia,1830
41-3031,West_Virginia,550
41-3041,West_Virginia,110
41-4011,West_Virginia,750
41-4012,West_Virginia,4830
41-9011,West_Virginia,70
41-9012,West_Virginia,0
41-9021,West_Virginia,90
41-9022,West_Virginia,330
41-9031,West_Virginia,40
41-9041,West_Virginia,1100
41-9091,West_Virginia,0
43-1011,West_Virginia,9300
43-2011,West_Virginia,430
43-2021,West_Virginia,0
43-3011,West_Virginia,1350
43-3021,West_Virginia,2170
43-3031,West_Virginia,6900
43-3041,West_Virginia,170
43-3051,West_Virginia,880
43-3061,West_Virginia,490
43-3071,West_Virginia,3300
43-4011,West_Virginia,110
43-4021,West_Virginia,0
43-4031,West_Virginia,1000
43-4041,West_Virginia,60
43-4051,West_Virginia,11610
43-4061,West_Virginia,1310
43-4071,West_Virginia,350
43-4081,West_Virginia,1570
43-4111,West_Virginia,1110
43-4121,West_Virginia,900
43-4131,West_Virginia,600
43-4141,West_Virginia,320
43-4151,West_Virginia,310
43-4161,West_Virginia,600
43-4171,West_Virginia,4100
43-4181,West_Virginia,100
43-5011,West_Virginia,70
43-5021,West_Virginia,280
43-5031,West_Virginia,900
43-5032,West_Virginia,730
43-5041,West_Virginia,420
43-5051,West_Virginia,960
43-5052,West_Virginia,1730
43-5053,West_Virginia,440
43-5061,West_Virginia,730
43-5071,West_Virginia,2190
43-5081,West_Virginia,9550
43-5111,West_Virginia,420
43-6011,West_Virginia,1420
43-6012,West_Virginia,1170
43-6013,West_Virginia,1390
43-6014,West_Virginia,9180
43-9011,West_Virginia,210
43-9021,West_Virginia,590
43-9022,West_Virginia,80
43-9031,West_Virginia,50
43-9041,West_Virginia,1150
43-9051,West_Virginia,470
43-9061,West_Virginia,24630
43-9071,West_Virginia,140
43-9081,West_Virginia,0
43-9111,West_Virginia,0
45-1011,West_Virginia,80
45-2011,West_Virginia,0
45-2021,West_Virginia,0
45-2041,West_Virginia,0
45-2090,West_Virginia,0
45-3011,West_Virginia,0
45-3021,West_Virginia,0
45-4011,West_Virginia,60
45-4021,West_Virginia,0
45-4022,West_Virginia,410
45-4023,West_Virginia,180
47-1011,West_Virginia,4140
47-2011,West_Virginia,90
47-2021,West_Virginia,330
47-2022,West_Virginia,0
47-2031,West_Virginia,2890
47-2041,West_Virginia,0
47-2042,West_Virginia,0
47-2043,West_Virginia,0
47-2044,West_Virginia,50
47-2051,West_Virginia,300
47-2053,West_Virginia,0
47-2061,West_Virginia,7400
47-2071,West_Virginia,360
47-2072,West_Virginia,0
47-2073,West_Virginia,6360
47-2081,West_Virginia,190
47-2082,West_Virginia,0
47-2111,West_Virginia,3590
47-2121,West_Virginia,160
47-2131,West_Virginia,70
47-2132,West_Virginia,130
47-2141,West_Virginia,720
47-2142,West_Virginia,0
47-2151,West_Virginia,340
47-2152,West_Virginia,1730
47-2161,West_Virginia,0
47-2171,West_Virginia,0
47-2181,West_Virginia,440
47-2211,West_Virginia,380
47-2221,West_Virginia,310
47-3011,West_Virginia,100
47-3012,West_Virginia,210
47-3013,West_Virginia,260
47-3014,West_Virginia,0
47-3015,West_Virginia,280
47-3016,West_Virginia,110
47-4011,West_Virginia,340
47-4021,West_Virginia,70
47-4031,West_Virginia,0
47-4041,West_Virginia,140
47-4051,West_Virginia,1170
47-4061,West_Virginia,220
47-4071,West_Virginia,130
47-4091,West_Virginia,0
47-4799,West_Virginia,0
47-5011,West_Virginia,180
47-5012,West_Virginia,300
47-5013,West_Virginia,850
47-5021,West_Virginia,260
47-5031,West_Virginia,320
47-5041,West_Virginia,640
47-5042,West_Virginia,310
47-5051,West_Virginia,40
47-5061,West_Virginia,1620
47-5071,West_Virginia,900
47-5081,West_Virginia,560
49-1011,West_Virginia,3220
49-2011,West_Virginia,530
49-2021,West_Virginia,60
49-2022,West_Virginia,1160
49-2091,West_Virginia,0
49-2092,West_Virginia,230
49-2093,West_Virginia,0
49-2094,West_Virginia,270
49-2095,West_Virginia,290
49-2096,West_Virginia,0
49-2097,West_Virginia,0
49-2098,West_Virginia,220
49-3011,West_Virginia,500
49-3021,West_Virginia,800
49-3022,West_Virginia,150
49-3023,West_Virginia,3900
49-3031,West_Virginia,1990
49-3041,West_Virginia,50
49-3042,West_Virginia,1950
49-3043,West_Virginia,0
49-3051,West_Virginia,0
49-3052,West_Virginia,160
49-3053,West_Virginia,400
49-3091,West_Virginia,0
49-3092,West_Virginia,70
49-3093,West_Virginia,860
49-9011,West_Virginia,120
49-9012,West_Virginia,350
49-9021,West_Virginia,1790
49-9031,West_Virginia,110
49-9041,West_Virginia,2780
49-9043,West_Virginia,340
49-9044,West_Virginia,230
49-9045,West_Virginia,0
49-9051,West_Virginia,570
49-9052,West_Virginia,1000
49-9061,West_Virginia,0
49-9062,West_Virginia,300
49-9063,West_Virginia,0
49-9064,West_Virginia,0
49-9071,West_Virginia,10200
49-9091,West_Virginia,150
49-9092,West_Virginia,0
49-9093,West_Virginia,0
49-9094,West_Virginia,40
49-9095,West_Virginia,120
49-9096,West_Virginia,50
49-9097,West_Virginia,0
49-9098,West_Virginia,850
49-9799,West_Virginia,0
51-1011,West_Virginia,3480
51-2011,West_Virginia,260
51-2021,West_Virginia,210
51-2022,West_Virginia,570
51-2023,West_Virginia,60
51-2031,West_Virginia,0
51-2041,West_Virginia,220
51-2091,West_Virginia,0
51-2092,West_Virginia,2990
51-2093,West_Virginia,0
51-3011,West_Virginia,900
51-3021,West_Virginia,650
51-3022,West_Virginia,0
51-3023,West_Virginia,80
51-3091,West_Virginia,0
51-3092,West_Virginia,50
51-3093,West_Virginia,0
51-4011,West_Virginia,190
51-4012,West_Virginia,0
51-4021,West_Virginia,330
51-4022,West_Virginia,0
51-4023,West_Virginia,100
51-4031,West_Virginia,590
51-4032,West_Virginia,0
51-4033,West_Virginia,190
51-4034,West_Virginia,80
51-4035,West_Virginia,50
51-4041,West_Virginia,1840
51-4051,West_Virginia,0
51-4052,West_Virginia,40
51-4061,West_Virginia,0
51-4062,West_Virginia,0
51-4071,West_Virginia,0
51-4072,West_Virginia,710
51-4081,West_Virginia,220
51-4111,West_Virginia,80
51-4121,West_Virginia,2430
51-4122,West_Virginia,0
51-4191,West_Virginia,80
51-4192,West_Virginia,0
51-4193,West_Virginia,210
51-4194,West_Virginia,30
51-5111,West_Virginia,190
51-5112,West_Virginia,510
51-5113,West_Virginia,110
51-6011,West_Virginia,1120
51-6021,West_Virginia,110
51-6031,West_Virginia,170
51-6041,West_Virginia,0
51-6042,West_Virginia,0
51-6051,West_Virginia,0
51-6052,West_Virginia,0
51-6061,West_Virginia,0
51-6062,West_Virginia,0
51-6063,West_Virginia,0
51-6064,West_Virginia,0
51-6091,West_Virginia,250
51-6092,West_Virginia,0
51-6093,West_Virginia,0
51-7011,West_Virginia,370
51-7021,West_Virginia,50
51-7031,West_Virginia,0
51-7032,West_Virginia,0
51-7041,West_Virginia,820
51-7042,West_Virginia,490
51-8011,West_Virginia,0
51-8012,West_Virginia,350
51-8013,West_Virginia,590
51-8021,West_Virginia,150
51-8031,West_Virginia,1240
51-8091,West_Virginia,430
51-8092,West_Virginia,330
51-8093,West_Virginia,180
51-8099,West_Virginia,0
51-9011,West_Virginia,1170
51-9012,West_Virginia,50
51-9021,West_Virginia,160
51-9022,West_Virginia,80
51-9023,West_Virginia,1130
51-9031,West_Virginia,50
51-9032,West_Virginia,0
51-9041,West_Virginia,290
51-9051,West_Virginia,310
51-9061,West_Virginia,2620
51-9071,West_Virginia,60
51-9081,West_Virginia,140
51-9082,West_Virginia,80
51-9083,West_Virginia,60
51-9111,West_Virginia,2400
51-9121,West_Virginia,380
51-9122,West_Virginia,100
51-9123,West_Virginia,110
51-9141,West_Virginia,0
51-9151,West_Virginia,80
51-9191,West_Virginia,110
51-9192,West_Virginia,90
51-9193,West_Virginia,0
51-9194,West_Virginia,50
51-9195,West_Virginia,230
51-9196,West_Virginia,120
51-9197,West_Virginia,0
51-9198,West_Virginia,1690
51-9399,West_Virginia,0
53-1011,West_Virginia,0
53-1021,West_Virginia,950
53-1031,West_Virginia,1210
53-2011,West_Virginia,80
53-2012,West_Virginia,100
53-2021,West_Virginia,90
53-2022,West_Virginia,0
53-2031,West_Virginia,0
53-3011,West_Virginia,240
53-3021,West_Virginia,500
53-3022,West_Virginia,5410
53-3031,West_Virginia,2320
53-3032,West_Virginia,10850
53-3033,West_Virginia,4830
53-3041,West_Virginia,680
53-4011,West_Virginia,0
53-4012,West_Virginia,0
53-4013,West_Virginia,0
53-4021,West_Virginia,70
53-4031,West_Virginia,0
53-4041,West_Virginia,0
53-5011,West_Virginia,0
53-5021,West_Virginia,0
53-5022,West_Virginia,0
53-5031,West_Virginia,0
53-6011,West_Virginia,70
53-6021,West_Virginia,130
53-6031,West_Virginia,350
53-6041,West_Virginia,30
53-6051,West_Virginia,0
53-6061,West_Virginia,0
53-7011,West_Virginia,380
53-7021,West_Virginia,190
53-7031,West_Virginia,0
53-7032,West_Virginia,1090
53-7033,West_Virginia,420
53-7041,West_Virginia,30
53-7051,West_Virginia,2250
53-7061,West_Virginia,1300
53-7062,West_Virginia,12390
53-7063,West_Virginia,340
53-7064,West_Virginia,1750
53-7071,West_Virginia,570
53-7072,West_Virginia,110
53-7073,West_Virginia,550
53-7081,West_Virginia,970
53-7111,West_Virginia,510
53-7121,West_Virginia,0
11-1011,Wisconsin,3740
11-1021,Wisconsin,32350
Nov-11,Wisconsin,200
Nov-21,Wisconsin,2980
Nov-22,Wisconsin,5730
Nov-31,Wisconsin,1010
Nov-11,Wisconsin,6070
Nov-21,Wisconsin,6400
Nov-31,Wisconsin,8810
Nov-51,Wisconsin,6720
Nov-61,Wisconsin,1290
Nov-71,Wisconsin,2710
Nov-11,Wisconsin,340
Nov-21,Wisconsin,2700
Nov-31,Wisconsin,620
Nov-13,Wisconsin,50
Nov-21,Wisconsin,2890
Nov-31,Wisconsin,1050
Nov-32,Wisconsin,4750
Nov-33,Wisconsin,3170
Nov-41,Wisconsin,3760
Nov-51,Wisconsin,5570
Nov-71,Wisconsin,50
Nov-81,Wisconsin,620
Nov-11,Wisconsin,7980
Nov-21,Wisconsin,540
Nov-31,Wisconsin,360
Nov-41,Wisconsin,1740
Nov-51,Wisconsin,3860
Nov-61,Wisconsin,170
Nov-99,Wisconsin,10500
13-1011,Wisconsin,70
13-1021,Wisconsin,310
13-1022,Wisconsin,2460
13-1023,Wisconsin,7100
13-1031,Wisconsin,6230
13-1032,Wisconsin,70
13-1041,Wisconsin,3840
13-1051,Wisconsin,5180
13-1074,Wisconsin,0
13-1078,Wisconsin,0
13-1081,Wisconsin,2940
13-1111,Wisconsin,10170
13-1121,Wisconsin,1520
13-1141,Wisconsin,1450
13-1151,Wisconsin,6270
13-1161,Wisconsin,11210
